"lon","lat","grids","continent","WE","sd_MAT","sd_MAP","sd_NPP","sd_ALT"
-10513134.0786,3203780.9477,"v10","North_America",1668.7644897019,11.0403963298513,212.126352763433,105391579737.005,328.462510592864
-10313134.0786,3203780.9477,"v11","North_America",1825.19005635407,40.4706299154048,169.083858631289,52268116185.4796,809.460367273403
-10113134.0786,3203780.9477,"v12","North_America",695.877053120328,17.1875531159937,110.317828146382,45252772579.5358,329.582315874324
-9913134.0786,3203780.9477,"v13","North_America",409.909981469652,10.2420989418501,55.3845844924091,30447795036.3915,265.952325092448
-9713134.0786,3203780.9477,"v14","North_America",1042.96599775342,23.7675760814312,170.348152228048,82823248671.4391,654.231389082941
-9513134.0786,3203780.9477,"v15","North_America",733.253389561679,3.07150443633717,52.9708999542637,42447411916.1532,68.5454801045486
-7113134.0786,-5596219.0523,"v22","South_America",323.604266284969,24.8378350571782,1096.95062470603,37332320292.2133,574.505616288283
-6913134.0786,-5596219.0523,"v23","South_America",269.329494542936,17.1786449609294,135.44323807723,19251764436.1231,357.645054168105
-6713134.0786,-5596219.0523,"v25","South_America",282.422129970787,9.80001248460741,17.2336120612721,10743986619.8908,145.74858648006
-1313134.0786,3203780.9477,"v26","Africa",36.306212611364,4.51194056660103,4.31436501846614,8432187966.34758,66.9647027326471
-1113134.0786,3203780.9477,"v27","Africa",21.4078184795335,8.03706922515869,2.61710110393718,3363822422.54162,80.7181235715442
-913134.078600001,3203780.9477,"v29","Africa",10.3960027187915,9.8167718637551,6.53089786605098,3418987759.61758,56.4808897854326
-713134.078600001,3203780.9477,"v30","Africa",5.45867243778822,5.64272458938747,2.81440002928693,3370463764.12133,26.5421625531939
-513134.078600001,3203780.9477,"v31","Africa",4.12535527429535,4.68681213497392,1.80206577204759,2071362043.32563,50.2206977076836
-313134.078600001,3203780.9477,"v32","Africa",1.87476754975512,5.84343887861973,2.05801100944217,2363428033.62121,67.5719249882428
-113134.078600001,3203780.9477,"v33","Africa",2.84085822362011,4.3930934934121,1.13736898999099,2373914631.96544,25.8333484295
86865.9213999994,3203780.9477,"v34","Africa",4.88920531237738,3.38998059329146,2.37883952690869,1106100648.21809,55.3921488793532
286865.921399999,3203780.9477,"v35","Africa",4.70322974090273,8.15441575151692,3.28046657471308,2237611271.99898,152.975982967631
486865.921399999,3203780.9477,"v36","Africa",6.91991521170274,10.7173066660853,6.63033980643703,2911485472.2835,245.184526139112
686865.921399999,3203780.9477,"v37","Africa",8.82881765473076,13.2001288695958,7.99690339907662,6249525691.11124,313.687367927118
886865.921399999,3203780.9477,"v38","Africa",8.64999659854301,11.6573923068291,7.62789166529916,3609619145.26962,287.072716837219
1086865.9214,3203780.9477,"v39","Africa",4.90936866328939,6.64124794604315,2.29958795033394,5397016565.60091,131.306763745015
1286865.9214,3203780.9477,"v40","Africa",5.42655941452195,2.42286963960049,1.31148909265823,5291108518.92315,82.4943202965865
1486865.9214,3203780.9477,"v41","Africa",5.31554101274222,5.51908689038047,2.05210029744824,1806540605.3212,55.7873338781532
1686865.9214,3203780.9477,"v42","Africa",2.59405213732241,7.11052208186958,2.35673268023467,2577489622.19067,90.493010946265
