"lon","lat","grids","continent","WE","sd_MAT","sd_MAP","sd_NPP","sd_ALT"
-7987952.2299,1097669.6737,"v2","North_America",3466.70862828274,32.9628365070571,464.047290013031,89978106181.0423,645.800400338785
-7887952.2299,1097669.6737,"v3","North_America",1007.45500502183,22.1917588424389,328.797977264664,120805427425.224,479.038630760035
-7787952.2299,1097669.6737,"v4","North_America",572.28099537968,15.730687750144,602.721133409248,199582082318.905,299.760508129787
-7487952.2299,1097669.6737,"v7","North_America",303.19679601666,10.7583461609718,169.250254165173,333250554874.025,229.253164103202
-7387952.2299,1097669.6737,"v8","South_America",42.1442904373099,3.3262302466479,264.992449753591,138215692740.298,59.7398655546983
-7287952.2299,1097669.6737,"v9","South_America",8.86346486624623,2.60993260346163,337.410260954643,52566333190.6591,37.5448369841706
-7187952.2299,1097669.6737,"v10","South_America",18.8875332046826,9.2960321106815,639.151772274537,67877576642.1429,197.692866766807
-7087952.2299,1097669.6737,"v11","South_America",27.016693757754,32.5078100174568,559.916484434167,138386027687.196,549.232631751784
-6987952.2299,1097669.6737,"v12","South_America",67.6729334675961,13.396411892218,637.3241993894,141332205635.468,239.620044914602
-6887952.2299,1097669.6737,"v13","South_America",1130.95164128665,72.8377475971145,259.955983287803,150159809475.905,1301.25624779733
-6787952.2299,1097669.6737,"v14","South_America",340.346339644021,61.4915024941871,383.69463733818,157463215300.297,1086.44691310648
-6687952.2299,1097669.6737,"v15","South_America",2.31237323041228,1.14911402306594,79.7509730921947,34977200874.0297,16.9968789957555
-6587952.2299,1097669.6737,"v16","South_America",1.80429360496655,1.02096309133533,65.3306829102132,32160941497.075,13.6365232301775
-6487952.2299,1097669.6737,"v17","South_America",1.80429360496655,1.65431414656206,58.1589026354573,103946163963.754,28.1067215438412
-6387952.2299,1097669.6737,"v18","South_America",1.92437383874343,2.72078117064044,133.774317342142,110270020460.227,33.7481175959147
-6287952.2299,1097669.6737,"v19","South_America",2.16372636613529,2.50713825049831,54.4700933155556,114471921025.674,41.1119427972301
-6187952.2299,1097669.6737,"v20","South_America",15.1381017247586,4.35161812962244,21.2384410634119,60639755134.9194,61.6354383333514
-6087952.2299,1097669.6737,"v21","South_America",6.29524912491155,3.43459754601519,50.4411080650716,91343430508.5978,40.3756089324435
-5987952.2299,1097669.6737,"v22","South_America",20.9726262860239,6.43118500435234,194.723394226295,171715265319.441,148.216246431955
-1187952.2299,1097669.6737,"v26","Africa",20.7779861713739,3.10324720860444,107.482943378926,24782271034.4239,27.8162082439867
-1087952.2299,1097669.6737,"v27","Africa",56.981182942155,4.49815873577397,170.11955137973,60092804666.7607,117.455457907594
-987952.229899999,1097669.6737,"v28","Africa",48.5118351066657,5.44812532562758,146.336786518005,57575089068.3302,103.151538010873
-887952.229899999,1097669.6737,"v29","Africa",42.5119261279332,5.19215079244003,273.526918905136,98942881973.1825,133.184685511758
-787952.229899999,1097669.6737,"v30","Africa",58.8521614642403,5.52566755110614,136.596093511433,52532149997.9689,119.226422030449
-687952.229899999,1097669.6737,"v31","Africa",5.68940964551807,2.46305431961402,33.010434620213,29679043604.1635,42.7725826162136
-587952.229899999,1097669.6737,"v32","Africa",3.4499457532719,1.87440353001705,57.250924341821,21158852022.5122,27.2084855387144
-487952.229899999,1097669.6737,"v33","Africa",3.4499457532719,2.21559679380882,18.7380641193121,36945408369.6895,43.4593372475382
-387952.229899999,1097669.6737,"v34","Africa",4.32510953288734,2.12230432759131,10.7699726733762,32774056256.1044,40.3132026031008
-287952.229899999,1097669.6737,"v35","Africa",3.4499457532719,2.68407126267001,11.4523080772892,36488415976.3022,57.007884622669
-187952.229899999,1097669.6737,"v36","Africa",3.52137432470047,4.62347432262286,33.8952459190897,14842086756.8754,57.6123210574891
-87952.2298999988,1097669.6737,"v37","Africa",3.26030870997001,1.78167823189003,31.9564623314763,33898335425.9011,22.7584033719904
12047.7701000012,1097669.6737,"v38","Africa",15.2926656186142,4.90573937537962,21.7174702953743,34095946050.4293,77.0900702536082
112047.770100001,1097669.6737,"v39","Africa",12.8412598245704,6.40352151595782,75.0948373602795,28532254701.0989,99.1660571832924
212047.770100001,1097669.6737,"v40","Africa",1.53843254679986,2.58755608805922,32.8856081981211,19336886049.3193,49.1988759336333
312047.770100001,1097669.6737,"v41","Africa",1.53843254679986,2.8932502473269,16.6026850503159,15915160865.8458,51.7500874883874
412047.770100001,1097669.6737,"v42","Africa",1.36991224537682,3.54079333336027,19.1841208483372,22407122809.8368,55.9473388991258
512047.770100001,1097669.6737,"v43","Africa",1.36991224537682,6.57190016582973,22.9175833738234,35361025688.36,100.937325291678
612047.770100001,1097669.6737,"v44","Africa",1.79028857691279,4.55261487658217,18.5062527645268,32442697018.4314,63.9365239494032
712047.770100001,1097669.6737,"v45","Africa",1.42257529253175,5.49706270963307,54.5283702247952,13241950503.6909,118.080728208038
812047.770100001,1097669.6737,"v46","Africa",1.49861020481605,5.40851737145773,76.2870880781389,17180414377.9887,112.583944696328
912047.770100001,1097669.6737,"v47","Africa",1.71165470632194,2.95760537617696,75.1854775793286,35444324246.8009,84.0431209266061
1012047.7701,1097669.6737,"v48","Africa",1.81178959128615,1.75612077588801,32.9285400433353,17193754563.0843,35.87013008018
1112047.7701,1097669.6737,"v49","Africa",1.48420370532623,13.7693727260999,78.6539440181377,80994449759.8936,284.138809699161
1212047.7701,1097669.6737,"v50","Africa",1.55185311089939,9.11413403303027,90.8832073359806,39020578390.372,201.827762981359
1312047.7701,1097669.6737,"v51","Africa",1.37695907951598,10.487686199276,117.011473406531,57577310087.668,191.185244803197
1412047.7701,1097669.6737,"v52","Africa",0.791543824024926,3.29472360709835,66.9227446066958,49095866621.8502,77.3264026758746
1512047.7701,1097669.6737,"v53","Africa",0.637508801498378,2.66164842433411,45.4143619305666,31576199147.231,40.261909995469
1612047.7701,1097669.6737,"v54","Africa",0.797644174795095,2.38399847828882,40.5620470621061,60351165854.1005,35.2180784884735
1712047.7701,1097669.6737,"v55","Africa",0.797644174795095,2.37142805555316,41.7788330459693,38118425540.2362,29.2279364086369
1812047.7701,1097669.6737,"v56","Africa",1.12519761641156,3.30408895311971,28.4382107400983,39698539708.9226,10.5882517519091
1912047.7701,1097669.6737,"v57","Africa",1.00018820610625,2.97371954489232,34.2186620012634,35057704004.0916,50.5851213004178
2012047.7701,1097669.6737,"v58","Africa",1.29402839111727,4.4927884103573,37.0495972698442,46708514583.2279,78.9363584051822
2112047.7701,1097669.6737,"v59","Africa",0.955910454374208,7.80054116180888,51.4622803049127,75588779671.1082,129.218763279139
2212047.7701,1097669.6737,"v60","Africa",0.788534513501506,6.06746920052275,54.4362596552412,54056550351.8264,111.647487341571
2312047.7701,1097669.6737,"v61","Africa",0.788534513501506,4.09087446213171,57.038580993749,21908672442.0954,81.9803876206814
2412047.7701,1097669.6737,"v62","Africa",0.38529381488584,5.05871411743467,62.3812680836844,31163635038.6581,85.324587334906
2512047.7701,1097669.6737,"v63","Africa",0.334784865524656,3.07255864308606,66.8819702747143,49961831576.7938,43.2963993864866
2612047.7701,1097669.6737,"v64","Africa",0.278851956410826,2.31978946862914,60.3647511469112,45355577724.7289,34.2293351158673
2712047.7701,1097669.6737,"v65","Africa",0.111029526660748,0.969701871016253,39.5494046071323,37815090727.3361,13.2629870990415
2812047.7701,1097669.6737,"v66","Africa",0.257024031206984,0.621642841185202,26.5632557015311,52996035408.2314,4.82825453864726
