"grids","WE","sd_ALT","sd_MAP","sd_MAT","sd_NPP","lon","lat"
"v1849",2010.65556905801,1175.79745249884,471.454037811115,7.27225732240967,251054507117.157,13512047.7701,-602330.326300001
"v1850",2032.55374673228,773.74321369552,825.733350027143,4.45200879019086,289591645394.812,13612047.7701,-602330.326300001
"v1851",1918.16868737387,635.334985002649,280.060484681922,3.16103124881511,84803439249.5449,13712047.7701,-602330.326300001
"v1852",1944.53266452574,690.442915509922,156.674899532112,3.46755238545647,173755551864.821,13812047.7701,-602330.326300001
"v1853",1627.16773018449,482.085132195736,323.578814210337,2.0799912307955,31761468660.4382,13912047.7701,-602330.326300001
"v1854",1307.00022329154,281.566105707712,258.066939281224,1.03475544552626,327236757391.644,14012047.7701,-602330.326300001
"v1864",4591.26867256743,1029.41007221374,361.159497244759,3.89326634260935,174332393512.242,-7687952.2299,-702330.326300001
"v1865",7673.17415138419,579.740526411155,292.03508562503,2.90903556388108,214433287391.938,-7587952.2299,-702330.326300001
"v1866",7876.63637874311,597.949570873874,281.753937402426,3.08243236530548,212425491055.23,-7487952.2299,-702330.326300001
"v1867",2163.28488064623,366.599267486594,205.079572954215,1.79072694519332,9049452903.65245,-7387952.2299,-702330.326300001
"v1933",2102.08277985809,207.449175879351,140.196737550849,1.39606592882895,242387106034.294,3712047.7701,-702330.326300001
"v1934",1358.76182579744,13.1733587839449,246.421060718948,0.378391954519831,2711869642.32741,3812047.7701,-702330.326300001
"v1956",1945.00783977129,547.000311783857,379.23805041048,2.93567857810049,299507489860.832,13612047.7701,-702330.326300001
"v1957",1982.63033398604,823.028107165537,497.159709987383,4.6363155235099,261237583282.767,13712047.7701,-702330.326300001
"v1958",1529.44372821068,502.321902371463,217.668798363268,3.22117278389852,233925802109.981,13812047.7701,-702330.326300001
"v1959",1949.9560237808,657.236911165241,377.516234362566,3.74940024052108,209295550877.618,13912047.7701,-702330.326300001
"v1960",2434.23656247017,839.328159693343,406.411849629338,4.22380563584383,258926632270.95,14012047.7701,-702330.326300001
"v1961",2057.09604162046,863.769845025993,170.664095488242,4.13472455935159,166484426274.477,14112047.7701,-702330.326300001
"v1973",2110.57561420439,1010.84690488509,295.000162991329,3.48506450107888,141721286558.765,-7687952.2299,-802330.326300001
"v1974",3009.62590154952,609.076907097182,168.654513703997,2.69291195971769,104251838819.791,-7587952.2299,-802330.326300001
"v1975",7546.04142544122,632.123091716995,171.417093020329,3.0764712038705,227526388580.262,-7487952.2299,-802330.326300001
"v1976",3326.45028605648,478.995290489413,357.628608710327,2.29878221437445,10922487534.5953,-7387952.2299,-802330.326300001
"v198",1274.76010914399,133.726059702188,171.77185921127,1.00446624732488,114915832447.005,7812047.7701,997669.673699999
"v2",9511.95050761381,620.80042055048,235.677018865629,3.47937975037161,89978105997.4794,-7987952.2299,1097669.6737
"v2040",1475.66902951498,202.843881933152,87.2926361841112,1.1409006242924,70510600066.7553,3512047.7701,-802330.326300001
"v2041",1662.50721413031,353.69276150145,86.0948080025401,2.00730909890223,119980707627.519,3612047.7701,-802330.326300001
"v2046",1626.32367547808,140.76975498961,607.043613015102,1.0638675488015,298690315338.078,10212047.7701,-802330.326300001
"v2047",1501.5451531613,215.389414177152,691.883807996704,1.63014244264007,82984807845.7723,10312047.7701,-802330.326300001
"v2062",1772.4846192848,169.821388486483,231.208691058824,1.06049513553437,120040526513.303,13712047.7701,-802330.326300001
