"grids","WE","sd_ALT","sd_MAP","sd_MAT","sd_NPP","lon","lat"
"v1018",137097.29902672,949.672809891507,784.415433212607,4.73822993752385,328067829909.55,-7567530.44516137,-504364.340065486
"v1035",29341.940039983,439.96824713443,257.542786894506,2.36533209274987,203129613056.299,2832469.55483863,-504364.340065486
"v1037",28218.3670200612,532.895653000842,200.3699220304,2.6691566198568,165373014249.109,3632469.55483863,-504364.340065486
"v1050",20453.5400813196,1021.98675029911,334.930362973136,5.93203018397362,318525199857.877,13232469.5548386,-504364.340065486
"v1051",19992.1684125506,767.563285152104,839.127551703024,4.34725365454151,283130293051.795,13632469.5548386,-504364.340065486
"v1062",101774.102206903,1208.28825239739,575.719660155322,5.03588100190311,325998759155.245,-7567530.44516137,-904364.340065486
"v1063",27207.6405060378,233.863439322859,337.064924871657,0.905243645419496,15339655430.2109,-7167530.44516137,-904364.340065486
"v1095",22221.1770585473,896.826471350758,752.615600579331,4.41281948661718,312908980382.681,14032469.5548386,-904364.340065486
"v1110",36796.7080013124,1642.95477471469,375.834410663819,6.27128739505969,115954605125.278,-7567530.44516137,-1304364.34006549
"v1111",72276.0093032789,1307.55721704912,614.117517531329,6.25115027793889,261090982559.001,-7167530.44516137,-1304364.34006549
"v1149",68511.7642432113,1415.59123111392,471.261503789044,6.40014648563176,261990852054.432,-7167530.44516137,-1704364.34006549
"v1150",68725.3491745554,1777.8139685863,1124.22127675741,8.59521000845108,331423171872.752,-6767530.44516137,-1704364.34006549
"v1151",21741.9476037735,108.984437388962,128.019256345926,0.606747240820687,179043716558.05,-6367530.44516137,-1704364.34006549
"v1185",35379.3534302915,1284.22162601041,330.286635565151,5.30315591693812,140360967682.673,-6767530.44516137,-2104364.34006549
"v1186",55300.21054944,1480.78037027425,998.345848633817,6.58738586237775,334153363647.684,-6367530.44516137,-2104364.34006549
"v1270",20984.677853494,365.236069233371,299.189134853692,1.84841857253134,236094284451.873,-4367530.44516137,-2904364.34006549
"v619",21925.1774421011,1692.15200403052,930.187778759839,10.4216174799592,180201500165.587,9232469.55483863,3495635.65993451
"v732",23165.7755388188,674.674324830539,724.257346535852,3.08278800950404,213009757677.703,-9167530.44516137,2295635.65993451
"v778",19632.8577832419,416.017412911885,496.875502790579,2.21058028491686,278603107076.016,-8367530.44516137,1895635.65993451
"v813",30286.5325901303,280.254950753725,432.881586218063,1.80275170571241,214937162657.202,-8367530.44516137,1495635.65993451
"v814",27539.7373049979,173.297169665996,520.280424136239,0.975661670946844,303802147230.51,-7967530.44516137,1495635.65993451
"v815",35189.0419886557,837.831053056854,293.198466988325,4.89645701419485,263900308701.599,-7167530.44516137,1495635.65993451
"v853",51841.95458142,630.977483813942,385.057133665993,3.60256169740181,203057493248.452,-7967530.44516137,1095635.65993451
"v854",42689.3801831884,204.333825167265,500.85471738638,1.14894452876711,282062107323.152,-7567530.44516137,1095635.65993451
"v855",55478.580916008,670.312535905121,635.202592717747,3.9669750318109,200551405775.501,-7167530.44516137,1095635.65993451
"v856",39971.4712195632,719.873424948127,332.306088561773,3.99529411736156,156772440387.722,-6767530.44516137,1095635.65993451
"v857",22378.0734953218,176.06154846441,262.49148710107,1.29960557926765,138380500994.602,-6367530.44516137,1095635.65993451
"v858",19605.785278255,143.905807346347,287.595074092478,0.821088048822091,264053406718.056,-5967530.44516137,1095635.65993451
"v896",35882.1611510395,400.492074603092,1376.60727673266,2.11946508374618,272880875545.175,-7567530.44516137,695635.659934514
"v897",95917.0611196611,1039.82253175326,638.294560997989,5.99043971974797,204025925291.246,-7167530.44516137,695635.659934514
"v898",20717.4432315864,272.645571786536,270.311186333053,1.71646465754616,185028116147.498,-6767530.44516137,695635.659934514
"v900",24116.5593949527,348.747233580122,364.723808447761,1.61333789317513,173585119885.465,-5967530.44516137,695635.659934514
"v944",115534.719437965,1044.03319149991,1272.20668514644,5.30558810312081,217121549967.903,-7567530.44516137,295635.659934514
"v945",65242.5961270957,852.27422884387,541.575971842879,4.78406579389364,229634932141.197,-7167530.44516137,295635.659934514
"v957",26495.7325204015,248.704929885503,266.690308151872,1.37612182764005,194765224233.834,2832469.55483863,295635.659934514
"v958",22287.1051934637,371.226239900463,306.185469623388,2.46158037177971,220621705512.456,3232469.55483863,295635.659934514
"v978",132415.791634829,1240.89819498932,1158.47733777426,6.05834257839831,285194970355.365,-7567530.44516137,-104364.340065486
"v993",31186.9510523857,434.841510694122,320.082050043443,2.38780896546301,174002891569.911,2832469.55483863,-104364.340065486
"v994",21691.3537216017,290.815781864555,322.292604395852,1.63379500991887,311833258645.953,3232469.55483863,-104364.340065486
"v995",21293.4836410835,747.246701176613,296.019291570191,4.37753994261682,198244449272.442,3632469.55483863,-104364.340065486
