"grids","WE","sd_ALT","sd_MAP","sd_MAT","sd_NPP","lon","lat"
"v1943",8258.7504807867,381.070463607902,182.302977307402,2.0456660305984,170462337249.745,3686865.9214,-596219.052300001
"v1960",6676.33009042672,848.211672238822,155.155230147343,4.48956285234272,308133990439.16,13086865.9214,-596219.052300001
"v1961",6278.91807053826,1302.86960248889,323.710909068483,7.66912496214786,369451824532.35,13286865.9214,-596219.052300001
"v1962",6016.25515947635,1081.91185213475,703.880892906359,6.44397820133146,329695875322.304,13486865.9214,-596219.052300001
"v1963",6123.54318261071,747.231333796918,785.169938094165,4.0265172337647,236326123690.693,13686865.9214,-596219.052300001
"v1964",5958.75513116864,794.501717859403,432.395528195802,4.05517499571294,241055128002.494,13886865.9214,-596219.052300001
"v1974",11431.1505128469,988.986144412426,339.682085328547,3.22242411297918,192955653104.803,-7713134.0786,-796219.052300001
"v1975",29981.7624707571,842.028519181737,241.567493348321,4.12195406834531,231341292902.982,-7513134.0786,-796219.052300001
"v1976",8605.92516416799,309.702235849268,332.477263935968,1.33467729565719,13491002468.4521,-7313134.0786,-796219.052300001
"v2010",5692.50704698977,313.252190892438,130.373182690174,1.75908118952553,238606672830.179,3686865.9214,-796219.052300001
"v2015",5124.39747888888,324.471168918401,745.391217393898,2.40618051511396,224109399381.946,10286865.9214,-796219.052300001
"v2028",5656.57692151825,628.605090844055,708.302156487322,3.41555839543161,205036730993.77,13686865.9214,-796219.052300001
"v2029",5887.4573544766,831.835260618651,632.137966870261,4.4640970359543,287518952928.402,13886865.9214,-796219.052300001
"v2030",7220.97141969424,806.622005396997,333.496828791069,3.98943155440113,260996373067.766,14086865.9214,-796219.052300001
"v2031",6662.40742411162,784.039678039766,339.592236397522,3.81217647651684,316197300488.532,14286865.9214,-796219.052300001
"v2041",22454.6586185329,1034.27187563515,385.598501744827,4.4939558354796,240504278661.682,-7513134.0786,-996219.052300001
"v2042",16837.6010221019,497.677331994272,505.136799478255,2.03611232961517,81586124647.4653,-7313134.0786,-996219.052300001
"v2075",6080.21668617797,561.909016474374,373.270106236823,2.87543418448521,171378080063.37,3486865.9214,-996219.052300001
"v2098",6360.02197063178,782.223687144962,412.084785149568,3.68018697828259,279267341092.315,14086865.9214,-996219.052300001
"v2099",5385.64469015641,920.305593824925,195.245961119841,4.80920415282663,297988647584.386,14286865.9214,-996219.052300001
"v2114",8268.75239135706,1672.09424559068,330.652936889216,6.4371807282283,78336536158.8282,-7513134.0786,-1196219.0523
"v2115",22980.1214223357,1353.82805324486,1100.16128718025,6.68416324570453,294948773084.535,-7313134.0786,-1196219.0523
"v2116",5589.9309549412,250.91854665488,103.602940269024,0.848699683819672,5219829549.86256,-7113134.0786,-1196219.0523
"v2162",6495.4862092923,702.727245645866,389.801007298465,3.48350354521389,262762741401.294,14286865.9214,-1196219.0523
"v2175",22977.7756246851,1300.5527425537,430.718147839612,6.66173566808451,220400006464.256,-7313134.0786,-1396219.0523
"v2176",15435.138607583,631.480957344819,148.214083565305,2.65647508199462,146486170015.921,-7113134.0786,-1396219.0523
"v2282",8451.81871913948,1480.34544442168,309.229980443864,5.27618831542868,92377529201.254,-7313134.0786,-1596219.0523
"v2284",21400.9759261685,1160.47004437844,365.891885083449,5.59978953585636,254151301309.171,-7113134.0786,-1596219.0523
"v2286",22136.897218355,1261.85383276008,1148.67494190705,5.78742946037406,279978765848.152,-6913134.0786,-1596219.0523
"v2288",11828.7506782068,107.947794084143,953.079799185248,0.530160321723194,19896630298.7437,-6713134.0786,-1596219.0523
"v2457",10128.8183503783,489.294281259662,86.9908973285348,2.95664113846543,82563466728.9496,-6913134.0786,-1796219.0523
"v2458",19720.8080614265,1544.99229216204,859.679096431706,7.39214435409375,301403736529.362,-6713134.0786,-1796219.0523
"v2459",11580.6147569381,464.790926707407,163.398014180157,1.98519006263252,127351616295.732,-6513134.0786,-1796219.0523
"v2655",6028.76916846357,449.641162117296,133.799544190889,2.61266411703475,74202491042.3203,-6713134.0786,-1996219.0523
"v2656",18459.7149918431,1284.75260506412,431.608951665387,6.1540077269454,309419360369.926,-6513134.0786,-1996219.0523
"v2657",12169.0424516799,311.026356968682,509.450822923997,1.21134049900669,68515640367.7987,-6313134.0786,-1996219.0523
"v2869",7805.42372173373,455.581019115186,197.773228235573,2.51797774089529,112430187035.929,-6513134.0786,-2196219.0523
"v2870",16994.9410099435,1226.38955459622,1146.00927164506,5.04259407593084,271206808550.905,-6313134.0786,-2196219.0523
"v2871",9151.54094023346,470.996331706584,471.175853991324,1.92481921491665,74338590574.8673,-6113134.0786,-2196219.0523
"v3087",5054.99173317827,176.04841726124,46.1921202125053,0.846468162990501,168212017133.031,-3913134.0786,-2396219.0523
"v3278",6126.51870069145,282.30249599102,90.1668971259056,1.45442943682185,72158093899.8949,-4113134.0786,-2596219.0523
"v3280",5172.32855358856,357.330403605272,98.8444608751287,1.99521709748431,282326416097.58,-3913134.0786,-2596219.0523
"v3463",5637.60822515485,236.898806742512,151.450559073244,1.40492837837834,81133811863.6541,-4513134.0786,-2796219.0523
"v3465",7315.51240288372,382.358860650314,172.385660243539,1.98040886316495,227368031312.526,-4313134.0786,-2796219.0523
"v3467",8534.04370781259,338.101384696053,176.387481692373,1.89099361043869,157690448083.574,-4113134.0786,-2796219.0523
"v3646",5783.94712893109,235.938282375685,179.271299625572,1.43520858622654,91080441194.6269,-4713134.0786,-2996219.0523
"v3648",5822.61824403814,330.818039903619,412.743812451583,1.84543318445375,236265238891.718,-4513134.0786,-2996219.0523
"v380",5544.32862656617,1012.67380073341,484.12463757352,5.23291542900189,202919340618.711,-9313134.0786,2403780.9477
"v3815",5971.32097536524,383.90364416983,217.286857838136,1.85394980510816,221977507467.293,-4713134.0786,-3196219.0523
"v463",6009.28832497651,839.423213832475,871.004149769258,3.85886448301357,169190282058.603,-9313134.0786,2203780.9477
"v464",6780.6834351555,298.063923753458,614.478251724351,1.17988416872685,118122066452.932,-9113134.0786,2203780.9477
"v465",6094.91384606613,559.633759237019,585.901842390505,2.93324858257962,84462731095.9994,-8913134.0786,2203780.9477
"v5226",5895.15934488666,1701.8341238314,1038.5155701825,10.2635143238004,159255863661.29,8486865.9214,3403780.9477
"v5227",5141.98497976436,1451.72039853709,885.079424129613,8.61803749968595,188068210778.972,8686865.9214,3403780.9477
"v5228",6196.63153995761,1627.23994679738,715.073773310177,9.27163467618774,179877485359.064,8886865.9214,3403780.9477
"v5229",6507.01560168366,1008.2097087195,672.920098552192,5.03591963328658,119479430502.959,9086865.9214,3403780.9477
"v5231",7078.38214421793,1184.82633431234,647.397953819238,6.28196109708531,137740885082.554,9286865.9214,3403780.9477
"v5232",5726.52796192855,1144.70585255529,892.969543094357,6.72706233431661,158516773808.152,9486865.9214,3403780.9477
"v550",5579.31160139661,388.755820640274,307.333069912949,2.03727045534633,241375285185.007,-9113134.0786,2003780.9477
"v551",7097.65734851694,732.419928218018,455.377884598002,4.20667402732867,154662805185.071,-8913134.0786,2003780.9477
"v552",5456.20573853639,589.062152038305,614.558152119501,3.14737522208241,98009719666.3574,-8713134.0786,2003780.9477
"v553",5583.01306239015,317.02722623953,663.533578985508,1.63655531033629,344209622620.133,-8513134.0786,2003780.9477
"v688",5495.91232940072,658.031089367749,481.872892234344,3.67494150556661,200139093756.055,-8713134.0786,1803780.9477
"v690",5551.4278251026,295.522263912241,352.014642695644,1.54742742560464,114704518412.883,-8313134.0786,1803780.9477
"v79",5229.36404173651,623.651952871768,261.317323955645,3.02553322252797,78962852389.3828,9086865.9214,3203780.9477
"v893",5567.74047112577,318.444962307311,245.023414945977,2.15011591155794,191871329118.484,-8313134.0786,1603780.9477
