"grids","WE","sd_ALT","sd_MAP","sd_MAT","sd_NPP","lon","lat"
"v1099",953.09450468017,516.278971667862,96.6624966088976,3.32519150618805,4458452436.03674,-7302645.605,712286.95212
"v1100",1077.50647253474,711.53009365638,239.794929477812,4.05692915837942,115507862961.397,-7252645.605,712286.95212
"v1101",468.157525034041,293.094164671433,103.89943162417,1.79480154127668,30584879644.8013,-7202645.605,712286.95212
"v1102",949.41833675891,504.090579649154,317.261505386908,3.00953099702526,96950660582.0534,-7152645.605,712286.95212
"v1103",825.766366174979,271.11452009388,227.188487057573,1.73540668381112,21215861774.3747,-7102645.605,712286.95212
"v1104",894.333748491775,260.690673971716,212.681530191747,1.80036987277536,60594231445.8684,-7052645.605,712286.95212
"v11042",415.825095715902,172.36636475742,119.800413884775,1.15524799458627,2475980034.68294,-3852645.605,-1837713.04788
"v11043",337.304552447525,99.5495355375391,207.295342587388,0.653879544069881,332317649005.874,-3802645.605,-1837713.04788
"v1105",892.014845377399,908.534290088134,353.16934866426,5.29199693646143,222687088693.233,-7002645.605,712286.95212
"v1115",314.395869346995,131.551413191458,60.8139490238669,0.693051131405205,105354695615.493,-6502645.605,712286.95212
"v1116",361.352367055067,181.774159665008,53.9228262062812,0.873206667648533,410256294.334361,-6452645.605,712286.95212
"v1117",373.839167148483,397.787858416018,86.8220196296037,1.84577262063845,1310842852.12326,-6402645.605,712286.95212
"v1118",358.631054297732,417.057416750969,94.8847858698742,1.86411752810399,285288828.974843,-6352645.605,712286.95212
"v1122",408.3554760471,242.506541567071,110.461348120337,0.70317262797883,2818556676.50611,-6152645.605,712286.95212
"v1123",490.598247672638,132.496929374832,76.3486997493994,0.321838841487412,2756544032.32722,-6102645.605,712286.95212
"v1124",627.605347556737,318.804306144898,147.701900640296,0.676399178563238,48874582898.6297,-6052645.605,712286.95212
"v1125",773.574731221427,347.227397700241,118.99129356143,1.14726636846604,53911287689.9577,-6002645.605,712286.95212
"v1126",820.915693104754,147.204286944204,77.2294373278887,0.621454222889747,137817769937.482,-5952645.605,712286.95212
"v1127",700.990526405418,210.885877071093,42.1089730396209,0.699776450762178,132127349738.923,-5902645.605,712286.95212
"v1128",704.368795838274,120.787039944258,39.7607764061549,0.550865162025892,1809183667.04663,-5852645.605,712286.95212
"v1129",540.665243076865,198.655581942825,138.035951200857,0.737340361160106,1809194819.49162,-5802645.605,712286.95212
"v1130",502.754434545224,161.359588223287,181.338199916623,0.931007142244103,599352977.50708,-5752645.605,712286.95212
"v11460",915.06904206792,886.704550267207,114.135484655335,4.76015647211287,197552071853.373,-6652645.605,-1887713.04788
"v11461",1410.97049086554,343.901128583293,60.5019788037819,1.34398599853226,127885433004.642,-6602645.605,-1887713.04788
"v11462",742.015416102418,459.831195443306,151.232891025811,1.80776447532077,84854998975.7999,-6552645.605,-1887713.04788
"v11463",453.709374094394,217.105378189977,57.3169639898536,0.773468090735831,7354012567.68331,-6502645.605,-1887713.04788
"v11464",320.890887055486,76.6310066605693,25.8185206199162,0.290549411721874,37353233321.9657,-6452645.605,-1887713.04788
"v11517",380.186482048607,81.8456398118252,209.926301664811,0.620452021442678,267697105435.591,-3802645.605,-1887713.04788
"v1173",410.868324365368,75.2202452508114,58.3677506275509,0.322057879077688,58214622658.6054,897354.395,712286.95212
"v1174",737.90102499637,596.171363469447,205.040413253145,1.9463866385906,67502225838.7254,947354.395,712286.95212
"v1175",549.734627815638,246.965066684196,46.6999676279631,1.08669880629174,14307738140.7595,997354.395,712286.95212
"v11916",556.840207416677,694.607188000227,40.5016647947528,3.77985040933793,55469491161.4431,-6652645.605,-1937713.04788
"v11917",1116.4425167253,761.505883740751,165.58528242142,3.20086073089321,234932177145.079,-6602645.605,-1937713.04788
"v11918",1221.15574990271,300.663152954485,89.9035142349939,1.07252389404326,11106459115.632,-6552645.605,-1937713.04788
"v11919",731.825709215368,205.041110026135,46.0654615949563,0.714916447887258,9715006926.58234,-6502645.605,-1937713.04788
"v11920",405.094307824163,274.698133940799,76.8525842160244,1.03502103297798,8789510679.87389,-6452645.605,-1937713.04788
"v11973",422.860480085428,143.67800045594,193.865179005218,0.826363676011229,82738690056.7886,-3802645.605,-1937713.04788
"v11974",312.617828809318,28.3047040487241,25.9645515958802,0.168290472159756,314484546312.44,-3752645.605,-1937713.04788
"v12085",343.353068372557,241.462111438809,86.1295112236713,1.55859959464604,47180035660.6935,3397354.395,-1937713.04788
"v12409",707.311987187756,986.480696562302,113.098697433617,4.97302791252004,171275367071.283,-6602645.605,-1987713.04788
"v12410",1189.58737494095,405.028944780143,136.425378045598,2.17006441866015,115872558589.92,-6552645.605,-1987713.04788
"v12411",1144.18553034903,311.454468406837,115.663448887787,1.19495146902211,9151101989.54515,-6502645.605,-1987713.04788
"v12412",750.657662098071,305.825393761352,112.947580450158,1.12922610726881,8932301615.21306,-6452645.605,-1987713.04788
"v12413",401.608742670041,109.961750013227,128.539833111424,0.494881843559756,12659874265.2317,-6402645.605,-1987713.04788
"v12445",496.646055212055,18.9950110391213,11.1839376798534,0.127143726910345,20257537158.1604,-5002645.605,-1987713.04788
"v12470",321.432977156665,148.952049926827,44.9288297820215,0.948444938346423,106015525330.173,-3902645.605,-1987713.04788
"v12586",311.48971288163,336.243766581708,179.511823474519,2.20124209114325,44036870711.0615,3447354.395,-1987713.04788
"v1263",535.412893758635,381.699702491122,381.262362310164,1.84395552971765,8282619064.99165,11197354.395,712286.95212
"v1264",485.688749877065,334.71274666727,122.731789942491,1.99562332498408,23673831808.1409,11247354.395,712286.95212
"v1274",513.94978249477,106.153588090061,771.138382890357,0.587587155995713,234130961710.898,-7452645.605,662286.95212
"v1275",985.574799092953,61.1859002224584,317.422038542528,0.191906123065708,126801296133.354,-7402645.605,662286.95212
"v1276",1346.55815158165,794.695503862,1312.5888531412,4.59287743168656,98954688479.6945,-7352645.605,662286.95212
"v1277",1072.36653562553,390.407510062435,117.974297571253,2.62220741893396,95833028052.5941,-7302645.605,662286.95212
"v1278",1279.75646725193,886.369370765682,327.06287926113,4.98915976677275,132104132473.38,-7252645.605,662286.95212
"v1279",421.842164500919,372.903463708491,119.674473648347,2.12901590374921,79191621283.0621,-7202645.605,662286.95212
"v1280",1115.8450326987,763.917898919323,360.604883072448,4.37815324749906,67583826158.3643,-7152645.605,662286.95212
"v1281",841.40643569598,363.675865756059,318.871798352818,2.115931196133,16579641132.0259,-7102645.605,662286.95212
"v1282",870.499034860883,515.52447980431,322.450325735613,3.04484819610362,104532480617.328,-7052645.605,662286.95212
"v1283",527.926185456974,498.315875677063,180.648295669826,2.80932631101739,99789293093.0577,-7002645.605,662286.95212
"v1293",325.141934660161,328.624857524847,78.8659932546096,1.4471418588256,42116026059.048,-6502645.605,662286.95212
"v1294",356.282894640216,250.015207067575,41.5002055801841,1.0525521707167,24746544296.9484,-6452645.605,662286.95212
"v1295",381.674963669531,139.12839062248,55.5539611559896,0.824363939329691,1950022404.51174,-6402645.605,662286.95212
"v1296",393.87393346914,44.9905784550134,32.0340935847412,0.215557194973448,1447465394.11848,-6352645.605,662286.95212
"v12965",330.301150395921,407.398262457666,52.4276115467344,1.92887305964494,37861581629.4192,-6602645.605,-2037713.04788
"v12966",860.555089092243,1029.16554372188,197.428015596445,5.45730188594659,252869884195.932,-6552645.605,-2037713.04788
"v12967",1296.00961774687,336.294867368572,133.918278220783,1.51782660044497,103056310529.198,-6502645.605,-2037713.04788
"v12968",1370.48972336752,338.748952637138,198.600070223091,1.59182918199862,40626668608.5256,-6452645.605,-2037713.04788
"v12969",852.480709797869,440.698888536229,297.298053176228,1.75924698887604,6311995920.76197,-6402645.605,-2037713.04788
"v1297",304.269982384053,428.347212142678,149.797862940878,2.10610349965834,1393436069.86931,-6302645.605,662286.95212
"v12970",436.578723005545,47.2377303797717,168.869919546906,0.184496158714308,8882556390.4766,-6352645.605,-2037713.04788
"v12971",787.288723547866,8.41226926352028,153.996401443383,0.033646992585935,41999299386.3015,-6302645.605,-2037713.04788
"v1301",330.795880355579,44.9914308131776,119.914666545262,0.155091126275105,2782211534.13057,-6102645.605,662286.95212
"v1302",646.518718126523,74.9066739228682,150.474814342918,0.252494681647444,88609971391.0571,-6052645.605,662286.95212
"v13020",303.839271467312,113.00475514132,72.1361516521109,0.776321217467754,28944436107.2131,-3852645.605,-2037713.04788
"v1303",763.480543651891,580.149903783864,85.2823127410315,2.13131276578886,149449521449.018,-6002645.605,662286.95212
"v1304",808.541921808517,149.30005037452,67.6011619423111,0.720215904580004,94993969571.5886,-5952645.605,662286.95212
"v1305",710.370166521033,103.758515774031,34.773352626325,0.518018649481413,154812082156.579,-5902645.605,662286.95212
"v1306",737.066396818705,344.5273335724,53.4923779796463,1.4876562728697,117859264277.165,-5852645.605,662286.95212
"v1307",578.924154585183,196.271324007638,168.918583609256,0.875700597416061,40254640406.0476,-5802645.605,662286.95212
"v1308",530.923755406304,121.070102087825,182.301768217491,0.721089791575774,6388351162.55727,-5752645.605,662286.95212
"v13176",305.590114110342,222.763091218581,90.9069293968462,1.36792508478087,38262120063.8811,3447354.395,-2037713.04788
"v1319",565.800118904849,21.8325972436305,69.1971609803348,0.137336508062396,22678303447.8372,-5202645.605,662286.95212
"v1320",557.863464681531,22.5634061372948,69.3335159132838,0.157176019507245,34697902528.5822,-5152645.605,662286.95212
"v1348",359.116759349529,125.30808159385,61.5666186325087,0.496969446930261,70434412583.0622,847354.395,662286.95212
"v1349",638.063380824514,200.168143849025,32.9436247042915,0.792598392393666,84569352116.7598,897354.395,662286.95212
"v1350",743.434963087159,310.731561622746,154.612960363744,1.07336831597571,68573442053.915,947354.395,662286.95212
"v1351",589.185452668054,278.590578515032,133.360930860768,0.695903315362698,43278980809.8306,997354.395,662286.95212
"v13610",463.584175796409,666.101557284705,104.875938836729,3.05228021018685,140143358763.9,-6552645.605,-2087713.04788
"v13611",895.825659983034,594.785772219338,168.330235961942,2.90627331534269,36324899827.6917,-6502645.605,-2087713.04788
"v13612",1303.68593535113,660.302438642774,221.077619590452,2.83800492359959,37207919570.5713,-6452645.605,-2087713.04788
"v13613",1525.48099505756,570.930130655307,373.651742170576,2.85655963787533,18366317815.5617,-6402645.605,-2087713.04788
"v13614",1233.37950413531,538.392955132988,535.171214597587,2.18704929588865,61279500323.6581,-6352645.605,-2087713.04788
"v13615",467.142009234617,11.1807206019133,135.778378842898,0.0538872160681255,5463961512.78932,-6302645.605,-2087713.04788
"v1408",500.645325254731,165.033308566248,76.5596791001011,0.952134567960157,49800530142.9717,3847354.395,662286.95212
"v1428",302.66658356419,490.708810810142,559.715972831708,2.54262292955907,44317657753.6161,9247354.395,662286.95212
"v1429",308.1922601338,476.786944457281,478.011869851709,2.28407841639707,160335108660.134,9297354.395,662286.95212
"v14349",345.0826167213,611.212453935913,109.664773319671,3.21546532158655,128122854778.575,-6502645.605,-2137713.04788
"v1435",309.075126328574,288.448750411154,358.658774746887,1.49847948285359,84183518226.1099,9747354.395,662286.95212
"v14350",694.617018533334,519.403026790653,99.0343180481745,2.41920787286187,38885060801.5397,-6452645.605,-2137713.04788
"v14351",1213.6176008103,708.818023150997,170.225265974841,3.31177733188752,82713341567.5858,-6402645.605,-2137713.04788
"v14352",1708.04410079806,839.894800445832,748.149033421703,3.42676535022537,180600694261.601,-6352645.605,-2137713.04788
"v14353",1607.72127798347,410.366384453696,413.075114930059,1.58916330056327,147325336255.226,-6302645.605,-2137713.04788
"v14354",877.531556480823,66.7371241635095,233.051777250235,0.233824890940931,4532646684.51114,-6252645.605,-2137713.04788
"v14355",370.58917949912,12.2031391148631,280.97644162092,0.123109503463122,8464425241.77229,-6202645.605,-2137713.04788
"v1442",388.22516539074,126.228628900865,278.562979048143,0.681958961831506,4918594932.4725,11197354.395,662286.95212
"v1443",317.309396742524,115.138263275143,133.446509355156,0.537775954065204,1740438533.90952,11247354.395,662286.95212
"v1457",424.702929810894,38.5649887865743,386.528111348537,0.111389165055131,172973032291.007,-7452645.605,612286.95212
"v1458",1265.02983824375,344.512059433817,1058.39366643587,1.61023592480551,213200957802.765,-7402645.605,612286.95212
"v1459",1435.26911270386,423.336539202303,602.882474892308,2.55241310081557,187564241431.226,-7352645.605,612286.95212
"v1460",1038.93909191133,723.534917232751,210.264496905367,4.80980004382374,211103114356.186,-7302645.605,612286.95212
"v1461",1181.31015326186,1314.58066825929,358.147517908133,7.35865224928578,184067831687.202,-7252645.605,612286.95212
"v1462",853.760314593602,581.526796269964,143.071761645254,3.36922079195862,136727981959.361,-7202645.605,612286.95212
"v1463",1184.48928635362,287.650460537243,210.151738728032,1.78570398217009,1940381258.44263,-7152645.605,612286.95212
"v1464",1190.3619326727,531.157809259433,365.623726921154,3.32796563880536,79735560723.677,-7102645.605,612286.95212
"v1465",713.637351540921,408.693283106146,316.086071241863,2.1695114330123,10378852970.4015,-7052645.605,612286.95212
"v1475",674.265573249081,10.0541992416451,65.2007638718473,0.120051474249211,76249737556.0719,-6552645.605,612286.95212
"v1477",330.952753548897,389.19276707161,95.2792502465884,1.59783216385295,118281043782.623,-6452645.605,612286.95212
"v1478",373.718802556497,160.056819495401,96.0171157311187,0.841602973270481,149054872.403586,-6402645.605,612286.95212
"v1479",368.351055651074,80.6483981522459,65.8695829543289,0.432455823450543,290649121.003999,-6352645.605,612286.95212
"v1480",341.862069401965,192.163443606815,76.3949528607607,0.942336277140796,10440866.8021774,-6302645.605,612286.95212
"v1484",311.110231578369,105.244456521674,105.842181453351,0.376978837563435,3724399945.90385,-6102645.605,612286.95212
"v1485",434.402273688755,76.31620237234,189.768972207281,0.258063388249976,5944606052.10744,-6052645.605,612286.95212
"v1486",643.180901959805,139.429526489998,88.1492916120622,0.590634901415767,3626440553.93144,-6002645.605,612286.95212
"v1487",674.941127581097,48.0268717871849,71.409576546086,0.34350566214918,168965820688.2,-5952645.605,612286.95212
"v1488",714.288592817094,104.593214534449,50.7210167721456,0.485879904445344,98421790583.6806,-5902645.605,612286.95212
"v1489",705.0634892901,151.531561770061,57.7649094196417,0.745058237666619,28575195787.3493,-5852645.605,612286.95212
"v1490",437.091498616291,184.698333281059,116.331129106724,1.11588435585502,213668403844.206,-5802645.605,612286.95212
"v150",407.415305645024,316.893462672345,110.865678710662,0.706272174257425,116300468304.285,11947354.395,1012286.95212
"v151",412.427136409032,244.650138092566,71.7570041395754,1.58227929069722,32914885212.7771,11997354.395,1012286.95212
"v15114",375.812155009281,568.403440649524,87.8576924331706,3.28707604928054,38906137421.7142,-6402645.605,-2187713.04788
"v15115",1008.37679202611,423.373233863506,116.832167401971,2.39699204105423,17453792214.2437,-6352645.605,-2187713.04788
"v15116",1372.21221505357,985.547870883659,878.057568767004,4.19404437666362,122366426559.401,-6302645.605,-2187713.04788
"v15117",1374.10412824325,732.710059188278,558.776508913237,2.79364047487793,202303212949.409,-6252645.605,-2187713.04788
"v15118",964.218819229871,385.500265589199,356.13479387776,1.45132246396323,135047072879.464,-6202645.605,-2187713.04788
"v15119",397.471705288674,86.8720489864297,145.049542040197,0.300570269169077,21901708334.0888,-6152645.605,-2187713.04788
"v152",493.255106093244,468.896057428742,128.381696552564,2.30349657106085,61267708485.6463,12047354.395,1012286.95212
"v1524",384.504723974072,80.2479145735428,33.1906973080994,0.387932826131331,24938377655.6028,847354.395,612286.95212
"v1525",650.489329325915,274.557993313157,69.2062938021448,1.16934301762189,128483571031.974,897354.395,612286.95212
"v1526",736.600029698224,292.677254149325,172.886812987201,1.45131448772859,90836047889.5949,947354.395,612286.95212
"v1527",370.231032295391,181.054645542285,154.96392006719,0.95418537901028,47462886556.8982,997354.395,612286.95212
"v153",312.560672819688,208.274644425051,99.6510871897309,0.782419400329479,37317772164.2376,12097354.395,1012286.95212
"v154",304.200173800227,121.024230021769,263.936449737703,0.307982078532267,1651285.97727164,12147354.395,1012286.95212
"v155",332.199083678055,259.143500829707,206.81589649019,0.881205280572549,65593454133.7329,12197354.395,1012286.95212
"v15870",601.437403063959,449.225323656311,34.9973911138314,2.09139646633232,12997793429.4929,-6302645.605,-2237713.04788
"v15871",917.431888899608,459.856527932212,159.247238400613,2.01691075338565,69110719255.5348,-6252645.605,-2237713.04788
"v15872",901.901045340351,327.063358822091,198.505608568103,1.66668501055007,168437342995.265,-6202645.605,-2237713.04788
"v15873",543.439601212284,365.918423195482,215.237769526997,1.41572716685406,16875418480.1855,-6152645.605,-2237713.04788
"v1604",302.911848570046,393.23929604168,250.635925476638,2.29101352580187,123634188581.417,9297354.395,612286.95212
"v1605",337.764793223874,437.119216811122,132.816499144838,2.70584467351147,120711131709.204,9347354.395,612286.95212
"v1606",319.822019395624,272.42279947017,90.6611812658711,1.44217972695095,88865230809.9612,9397354.395,612286.95212
"v1609",322.692028996363,262.011147957246,323.926288120154,1.18898289449905,40305216271.5338,9747354.395,612286.95212
"v1619",446.384749750237,442.663155073966,597.415970821225,2.33151591829289,8373846469.84476,11147354.395,612286.95212
"v162",851.001358283546,245.470648801218,235.628087153091,1.25599210442893,208864069917.275,-7552645.605,962286.95212
"v1620",331.762664720675,171.023397666729,125.570293117686,0.983928024247909,335795019.779345,11197354.395,612286.95212
"v1629",416.034316105271,27.1179817389296,330.165374940902,0.122533851346169,295001580150.004,-7452645.605,562286.95212
"v163",1394.25021667229,217.928862602422,226.07537402921,1.1503304052147,61559925790.1576,-7502645.605,962286.95212
"v1630",1532.19773204175,474.902820776126,1135.14367481362,1.89245112745905,187533857798.118,-7402645.605,562286.95212
"v1631",969.976512824072,357.339371960723,356.814298231125,2.39020043904636,102366258030.087,-7352645.605,562286.95212
"v1632",1146.57683508835,822.915368752156,182.410691921501,5.07034973760154,102812413000.786,-7302645.605,562286.95212
"v1633",1214.03068479495,824.265341549057,116.331826046898,5.17875814655482,70115952000.4254,-7252645.605,562286.95212
"v1634",819.033840601425,431.450985209398,88.2668266147357,2.93884962151473,122361777562.285,-7202645.605,562286.95212
"v1635",1337.69096616671,533.42890054242,201.04745154563,2.99387200169808,11741988978.7397,-7152645.605,562286.95212
"v1636",1394.85169864452,969.957952085441,705.953329188852,5.29763359768221,114461196731.274,-7102645.605,562286.95212
"v1637",313.858477434138,124.338578044401,225.209345800352,0.67968168688506,25365851351.5587,-7052645.605,562286.95212
"v164",1168.80582263024,110.459713540627,246.065865193261,0.752948263237197,5617780914.79311,-7452645.605,962286.95212
"v165",594.578870469918,285.895680452225,206.240063738738,1.38931698649442,87755228043.5602,-7402645.605,962286.95212
"v1650",332.681604657318,49.405992328499,58.4611966511398,0.188572338822,2469546111.19107,-6402645.605,562286.95212
"v1651",370.558393739346,393.731652277862,75.192969945312,1.7407924175968,101708558682.6,-6352645.605,562286.95212
"v1652",330.546839938661,245.689923205411,71.4020956549065,1.08339697336078,71019697758.7787,-6302645.605,562286.95212
"v1657",319.106605621883,121.76714289031,114.263935511775,0.424855497090161,4922919567.81918,-6052645.605,562286.95212
"v1658",382.716012394954,132.640067906251,109.552109662881,0.49072246757131,3280723781.80342,-6002645.605,562286.95212
"v1659",547.581670431131,141.078108658814,61.457107302498,0.711875154186647,1659626162.81528,-5952645.605,562286.95212
"v166",637.942280871017,252.620173403434,133.508273505477,1.36848808095489,147872675242.116,-7352645.605,962286.95212
"v1660",563.451204055349,270.770315791268,101.563004513177,1.47538663298771,171995988895.47,-5902645.605,562286.95212
"v1661",416.718214604406,271.285874019213,139.720690200266,1.5003823668237,54950777072.5884,-5852645.605,562286.95212
"v16647",443.799292935098,270.716317711479,55.8488343818821,1.0725091203368,92354487383.163,-6202645.605,-2287713.04788
"v16648",393.169166676269,286.783894591366,67.1676747008146,1.23958158349699,32355155349.3485,-6152645.605,-2287713.04788
"v167",647.937381181396,415.518858854429,153.705736188731,2.12123073949527,105914550838.402,-7302645.605,962286.95212
"v168",544.460512361858,177.149524911565,227.68028696011,1.12309925896344,59802101615.0988,-7252645.605,962286.95212
"v169",395.761942734827,295.975058421676,278.118605065942,1.92973556744939,27417574941.5256,-7202645.605,962286.95212
"v1690",414.757173798233,72.4621886821847,30.0217179492296,0.437523763647848,105045954271.677,847354.395,562286.95212
"v1691",977.313260307528,574.986913677175,57.4488279933081,2.74230304044364,90129025752.4994,897354.395,562286.95212
"v170",376.173927824402,418.498656934573,137.686114540937,2.47474298248943,46562635079.2588,-7152645.605,962286.95212
"v171",342.240418925289,32.530728323291,131.076293287957,0.306294598498851,95237485887.938,-7102645.605,962286.95212
"v172",912.814526804197,931.022898144229,367.532291183772,5.38314385006751,61867460417.5817,-7052645.605,962286.95212
"v173",1202.81294223091,630.405740325076,227.00041142629,3.27825639248842,98894734673.8947,-7002645.605,962286.95212
"v174",1459.00014962284,497.18112620499,296.499184727557,2.77930165906222,109262798206.582,-6952645.605,962286.95212
"v17417",317.755287498812,381.096064182181,44.3435833202765,1.70246045853382,115567944979.878,-6202645.605,-2337713.04788
"v175",599.134536617081,96.3286803680913,137.820730948384,0.555088598024557,97937356395.7846,-6902645.605,962286.95212
"v1769",333.204341860294,513.396496634228,318.516788264874,2.85414047644815,53346335859.1932,9297354.395,562286.95212
"v1770",325.654928059245,374.175753650901,112.866085108322,2.61493366180905,107429622563.535,9347354.395,562286.95212
"v1771",376.294288327304,519.416071715369,106.844449592196,3.16959535266644,181814170153.954,9397354.395,562286.95212
"v1775",318.430082442892,219.561425883528,239.108137031592,1.01658786485928,78714139911.7235,9747354.395,562286.95212
"v1776",319.278253800341,453.809272610738,155.242912332112,2.65192784814161,220809901606.351,9797354.395,562286.95212
"v1783",358.15453214918,184.181498470038,217.291517555928,0.77460041415243,10840545831.9112,11097354.395,562286.95212
"v1784",386.547614476147,340.313328593653,216.862987201647,2.00405991341995,79896933648.6395,11147354.395,562286.95212
"v1785",321.307050061613,377.201341759066,124.864303336085,2.17364347998967,12183506338.3624,11197354.395,562286.95212
"v1795",463.05855597081,13.4964578835098,726.737386574313,0.197629260762962,306535555649.371,-7452645.605,512286.95212
"v1796",1900.95537686303,897.797555109363,1647.57486820476,4.52047307228141,167390044664.963,-7402645.605,512286.95212
"v1797",1133.80412339036,612.874225300022,122.734602475736,3.77884261326856,101961287978.099,-7352645.605,512286.95212
"v1798",933.304079177695,594.594109386534,119.107751676577,3.82259749518854,164088602394.821,-7302645.605,512286.95212
"v1799",737.280576271743,536.80304514505,77.3842609007917,3.16053708720169,76823500233.9008,-7252645.605,512286.95212
"v1800",492.244670831271,873.150622971391,166.870628004741,5.87242850741696,131451028242.161,-7202645.605,512286.95212
"v1801",891.682208061162,634.073812920254,347.372556060638,3.92984662307104,149210536256.732,-7152645.605,512286.95212
"v1802",836.563364616786,427.783805313425,348.941622347584,2.0397799465986,67289429710.115,-7102645.605,512286.95212
"v1816",324.675409152718,107.994055193885,122.171750797291,0.5457258084724,2927893839.11523,-6402645.605,512286.95212
"v1817",379.062974070349,128.534550723789,98.0948978552355,0.567400041925164,2197530507.8062,-6352645.605,512286.95212
"v1818",347.667010341229,221.857235037267,77.9030323062423,1.01333004856117,1767217081.54925,-6302645.605,512286.95212
"v18220",334.031279951255,147.848405544431,25.5205868806633,0.846504388885792,8032526262.66303,-3952645.605,-2387713.04788
"v18221",368.942523032198,40.2516267379466,12.3241505576271,0.231689476963189,100942071432.941,-3902645.605,-2387713.04788
"v1847",427.864491350308,83.6084638391902,296.807660113425,0.437317783934256,25157466122.1147,847354.395,512286.95212
"v1848",943.485695858882,593.856811464162,103.778618154874,3.05355912303179,190230333646.963,897354.395,512286.95212
"v18944",362.71644347497,179.371092034422,34.7247464163561,0.967392965200921,23399515660.8759,-4002645.605,-2437713.04788
"v18945",402.027344066757,110.899787515131,26.9316204675119,0.673682280260987,17090089365.9359,-3952645.605,-2437713.04788
"v18946",379.864905395265,82.5270669525051,17.3078060708227,0.411724241744484,43426270716.9143,-3902645.605,-2437713.04788
"v1926",353.130342563377,554.324116638825,274.878455964681,3.48487487257022,143446800030.885,9347354.395,512286.95212
"v1927",324.814772320666,410.382982705679,108.137927966532,3.0862550073391,193951650082.004,9397354.395,512286.95212
"v1928",460.907929227313,506.169805827098,190.386047302051,2.98907581230819,193708896177.209,9447354.395,512286.95212
"v1933",331.728309159084,366.359016966418,146.872632924325,2.29169486914969,152581133634.576,9797354.395,512286.95212
"v1942",382.755609517558,293.081070635054,160.700351100235,1.45456514307883,17436723397.3864,11097354.395,512286.95212
"v1943",314.259264756204,231.322375520539,110.908701929596,1.45306870940771,63254777176.0254,11147354.395,512286.95212
"v1952",799.486885829229,97.8789139615618,732.828330779577,0.538579279525528,336837754939.854,-7452645.605,462286.95212
