"lon","lat","grids","PE","continent","sd_MAT","sd_MAP","sd_NPP","sd_ALT"
8832469.55483863,7095635.65993451,"v58",1.4113459601711,"Asia",14.8339673037096,73.3150638923036,11220190991.8395,172.592399148171
9232469.55483863,7095635.65993451,"v59",1.4113459601711,"Asia",19.1783167936963,64.0276608508671,11970019634.8731,182.084449624093
9632469.55483863,7095635.65993451,"v60",1.4113459601711,"Asia",13.7010429450831,32.8848450566735,12041669486.1607,158.112053389376
10032469.5548386,7095635.65993451,"v61",1.4113459601711,"Asia",10.4346864235493,19.7080357638207,10632377238.1323,144.786953959886
10432469.5548386,7095635.65993451,"v62",1.4113459601711,"Asia",11.7998836177417,30.1515900325934,9363799655.72298,213.697514149561
10832469.5548386,7095635.65993451,"v63",1.4113459601711,"Asia",11.3675804999318,27.6527053662135,12553305183.3497,143.203166861686
13232469.5548386,7095635.65993451,"v69",1.4113459601711,"Asia",4.52457429766791,37.1447583777165,13021228769.8921,79.704114669754
13632469.5548386,7095635.65993451,"v70",1.4113459601711,"Asia",4.84998404860918,25.5690662731651,12472659351.6704,63.2875448733251
14432469.5548386,7095635.65993451,"v72",1.4113459601711,"Asia",7.9432121704941,30.5135849024266,10907915060.7235,51.4627470649432
-13967530.4451614,6695635.65993451,"v86",0.965287382872257,"North_America",33.64919475122,57.6500667663026,26877628944.8154,463.01837346739
-13567530.4451614,6695635.65993451,"v87",0.965287382872257,"North_America",24.3365931494151,52.1776072485556,28058051497.1775,306.243581963501
-11967530.4451614,6695635.65993451,"v91",0.913698760900439,"North_America",21.7150990174105,73.0621397435118,26427846870.8852,260.628374659519
-11567530.4451614,6695635.65993451,"v92",0.913698760900439,"North_America",23.5498274732682,39.6363048530861,24996241766.2089,150.095008444197
1232469.55483863,6695635.65993451,"v121",2.83687506694325,"Europe",17.6796961893489,458.623128682648,34505564120.1058,283.37438621666
1632469.55483863,6695635.65993451,"v122",2.83687506694325,"Europe",17.7187643111019,209.811376309922,36269202532.3496,288.267829571174
2032469.55483863,6695635.65993451,"v123",2.35282528845392,"Europe",20.8905049847498,59.8465130714926,31831395578.1165,245.001402762696
2432469.55483863,6695635.65993451,"v124",2.83687506694325,"Europe",20.1740515396092,49.9496142672092,30841632668.805,113.897242533296
2832469.55483863,6695635.65993451,"v125",2.83687506694325,"Europe",11.6537164114132,54.652850578763,20096190422.9884,75.4044719414915
3232469.55483863,6695635.65993451,"v126",2.83687506694325,"Europe",9.61689673077153,42.4570809636758,28420995428.4447,95.3699060594121
4032469.55483863,6695635.65993451,"v128",3.53989004732095,"Europe",6.41796500555712,42.3341127780236,34982012254.1176,56.8312976038093
4432469.55483863,6695635.65993451,"v129",3.53989004732095,"Europe",5.87796914055584,50.5272418058472,30754220885.3053,59.200692256512
4832469.55483863,6695635.65993451,"v130",3.53989004732095,"Europe",9.61814116074513,67.195699456067,29380390016.0233,64.8359140977901
5232469.55483863,6695635.65993451,"v131",2.50375768115788,"Europe",11.5130446647338,70.3655291817263,26587742930.9765,58.1043102489953
5632469.55483863,6695635.65993451,"v132",2.50375768115788,"Europe",15.2390784489058,97.8291211012902,26107307520.2652,185.475983186742
6032469.55483863,6695635.65993451,"v133",2.50375768115788,"Europe",18.013193704579,69.7272301256116,25704448061.179,150.367965885869
6432469.55483863,6695635.65993451,"v134",2.50375768115788,"Asia",19.1122851461383,83.0057190672769,31836855246.4906,132.915120775579
6832469.55483863,6695635.65993451,"v135",2.7603960589183,"Asia",18.7753842267005,83.2335633092106,21887173160.6648,35.9059707054308
