"grids","PE","sd_ALT","sd_MAP","sd_MAT","sd_NPP","lon","lat"
"v101",27.8208735493511,280.935185815533,219.982648750168,0.977645195582196,310478911116.932,11912047.7701,1097669.6737
"v102",30.8619035767681,334.146784172512,308.837943241912,1.18662054863719,238727732217.961,12012047.7701,1097669.6737
"v103",30.1395316149257,384.190326825012,438.237133079486,1.37899815159218,169057732365.896,12112047.7701,1097669.6737
"v1038",26.6048270705546,102.622921112314,69.3434615982379,0.5936999119435,72834993696.64,2812047.7701,97669.6736999992
"v1039",30.068023484607,568.82882767032,170.714505816526,3.20319180051938,129473653394.955,2912047.7701,97669.6736999992
"v1076",23.6312713869016,405.587051828921,166.285070863626,2.07505082616962,353662938911.898,11612047.7701,97669.6736999992
"v1077",23.2614132384352,370.166542998326,110.724183601682,1.85813074684751,216370414861.567,11712047.7701,97669.6736999992
"v1078",23.2754086907192,257.456811054795,250.257599208736,1.23409873987571,104694419263.53,11812047.7701,97669.6736999992
"v1081",25.8175744023754,198.154094475798,63.6565511865725,0.929279358471799,452394985276.439,12312047.7701,97669.6736999992
"v1082",25.4148416682246,172.408989366501,39.9448794968696,0.869004087621398,115683871578.967,12412047.7701,97669.6736999992
"v10846",25.1787562594953,55.6021052842575,119.203432804464,0.273037499281714,197176080552.027,11412047.7701,-4202330.3263
"v1091",34.4177073484696,112.894085736036,600.553440988344,0.489329658847989,89842688905.8752,-7687952.2299,-2330.32630000077
"v1092",69.5558596649003,1014.70991826744,665.719295155653,4.8048375656196,73645719608.6279,-7587952.2299,-2330.32630000077
"v1093",70.1826487168447,1197.85729490533,924.083194958364,6.15878382831198,281308660012.35,-7487952.2299,-2330.32630000077
"v1094",28.1438799705064,27.4316290608019,150.646544518856,0.174613042180165,8443099752.52123,-7387952.2299,-2330.32630000077
"v1122",70.3581241139015,224.2621934337,379.328168325426,1.26016770795748,273235.786558156,612047.770100001,-2330.32630000077
"v113",25.2317292762653,192.145392887096,384.216232603754,1.12299588631052,274817880394.671,-7587952.2299,997669.673699999
"v11309",24.640935127023,95.75274467513,217.702646171823,0.616618363406382,190965727810.833,16912047.7701,-4402330.3263
"v114",45.7487910324273,296.7115641922,329.673383833794,1.59219848829666,66243441022.0686,-7487952.2299,997669.673699999
